,Track_id,Timings,Events,Time_signatures,Note_values,Velocity,6
71,2,7680,Note_on_c, 0,69,64,
72,2,8192,Note_off_c, 0,69,0,
73,2,8192,Note_on_c, 0,67,64,
74,2,9216,Note_off_c, 0,67,0,
75,2,9216,Note_on_c, 0,67,64,
76,2,10752,Note_off_c, 0,67,0,
77,2,10752,Note_on_c, 0,69,64,
78,2,11264,Note_off_c, 0,69,0,
79,2,11264,Note_on_c, 0,71,64,
80,2,12288,Note_off_c, 0,71,0,
81,2,12288,Note_on_c, 0,69,64,
82,2,14336,Note_off_c, 0,69,0,
83,2,14336,Note_on_c, 0,71,64,
84,2,15360,Note_off_c, 0,71,0,
85,2,15360,Note_on_c, 0,74,64,
86,2,17408,Note_off_c, 0,74,0,
87,2,17408,Note_on_c, 0,72,64,
88,2,18432,Note_off_c, 0,72,0,
89,2,18432,Note_on_c, 0,71,64,
90,2,19456,Note_off_c, 0,71,0,
91,2,19456,Note_on_c, 0,69,64,
92,2,21504,Note_off_c, 0,69,0,
93,2,21504,Note_on_c, 0,67,64,
94,2,23552,Note_off_c, 0,67,0,
95,2,23552,Note_on_c, 0,67,64,
96,2,24576,Note_off_c, 0,67,0,
97,2,24576,Note_on_c, 0,67,64,
98,2,26624,Note_off_c, 0,67,0,
99,2,26624,Note_on_c, 0,74,64,
100,2,27648,Note_off_c, 0,74,0,
101,2,27648,Note_on_c, 0,71,64,
102,2,29184,Note_off_c, 0,71,0,
103,2,29184,Note_on_c, 0,69,64,
104,2,29696,Note_off_c, 0,69,0,
105,2,29696,Note_on_c, 0,67,64,
106,2,30720,Note_off_c, 0,67,0,
107,2,30720,Note_on_c, 0,67,64,
108,2,32256,Note_off_c, 0,67,0,
109,2,32256,Note_on_c, 0,69,64,
110,2,32768,Note_off_c, 0,69,0,
111,2,32768,Note_on_c, 0,71,64,
112,2,33792,Note_off_c, 0,71,0,
113,2,33792,Note_on_c, 0,69,64,
114,2,35840,Note_off_c, 0,69,0,
115,2,35840,Note_on_c, 0,71,64,
116,2,36864,Note_off_c, 0,71,0,
117,2,36864,Note_on_c, 0,74,64,
118,2,38912,Note_off_c, 0,74,0,
119,2,38912,Note_on_c, 0,72,64,
120,2,39936,Note_off_c, 0,72,0,
121,2,39936,Note_on_c, 0,71,64,
122,2,40960,Note_off_c, 0,71,0,
123,2,40960,Note_on_c, 0,69,64,
124,2,43008,Note_off_c, 0,69,0,
125,2,43008,Note_on_c, 0,67,64,
126,2,45056,Note_off_c, 0,67,0,
127,2,45056,Note_on_c, 0,71,64,
128,2,46080,Note_off_c, 0,71,0,
129,2,46080,Note_on_c, 0,71,64,
130,2,47104,Note_off_c, 0,71,0,
131,2,47104,Note_on_c, 0,72,64,
132,2,48128,Note_off_c, 0,72,0,
133,2,48128,Note_on_c, 0,74,64,
134,2,49152,Note_off_c, 0,74,0,
135,2,49152,Note_on_c, 0,74,64,
136,2,50688,Note_off_c, 0,74,0,
137,2,50688,Note_on_c, 0,72,64,
138,2,51200,Note_off_c, 0,72,0,
139,2,51200,Note_on_c, 0,71,64,
140,2,52224,Note_off_c, 0,71,0,
141,2,52224,Note_on_c, 0,69,64,
142,2,54272,Note_off_c, 0,69,0,
143,2,54272,Note_on_c, 0,67,64,
144,2,55296,Note_off_c, 0,67,0,
145,2,55296,Note_on_c, 0,71,64,
146,2,57344,Note_off_c, 0,71,0,
147,2,57344,Note_on_c, 0,72,64,
148,2,58368,Note_off_c, 0,72,0,
149,2,58368,Note_on_c, 0,74,64,
150,2,60416,Note_off_c, 0,74,0,
151,2,60416,Note_on_c, 0,72,64,
152,2,61440,Note_off_c, 0,72,0,
153,2,61440,Note_on_c, 0,71,64,
154,2,64512,Note_off_c, 0,71,0,
155,2,64512,Note_on_c, 0,67,64,
156,2,66560,Note_off_c, 0,67,0,
157,2,66560,Note_on_c, 0,71,64,
158,2,67584,Note_off_c, 0,71,0,
159,2,67584,Note_on_c, 0,74,64,
160,2,69632,Note_off_c, 0,74,0,
161,2,69632,Note_on_c, 0,72,64,
162,2,70656,Note_off_c, 0,72,0,
163,2,70656,Note_on_c, 0,71,64,
164,2,72704,Note_off_c, 0,71,0,
165,2,72704,Note_on_c, 0,69,64,
166,2,73728,Note_off_c, 0,69,0,
167,2,73728,Note_on_c, 0,67,64,
168,2,75264,Note_off_c, 0,67,0,
169,2,75264,Note_on_c, 0,69,64,
170,2,75776,Note_off_c, 0,69,0,
171,2,75776,Note_on_c, 0,71,64,
172,2,76800,Note_off_c, 0,71,0,
173,2,76800,Note_on_c, 0,69,64,
174,2,78848,Note_off_c, 0,69,0,
175,2,78848,Note_on_c, 0,71,64,
176,2,79872,Note_off_c, 0,71,0,
177,2,79872,Note_on_c, 0,74,64,
178,2,81920,Note_off_c, 0,74,0,
179,2,81920,Note_on_c, 0,72,64,
180,2,82944,Note_off_c, 0,72,0,
181,2,82944,Note_on_c, 0,71,64,
182,2,83968,Note_off_c, 0,71,0,
183,2,83968,Note_on_c, 0,69,64,
184,2,86016,Note_off_c, 0,69,0,
185,2,86016,Note_on_c, 0,67,64,
186,2,88064,Note_off_c, 0,67,0,
187,2,88064,End_track,,0,0,
188,3,0,Start_track,,0,0,
189,3,2048,Note_on_c, 1,62,64,
190,3,3072,Note_off_c, 1,62,0,
191,3,3072,Note_on_c, 1,62,64,
192,3,4096,Note_off_c, 1,62,0,
193,3,4096,Note_on_c, 1,64,64,
194,3,5120,Note_off_c, 1,64,0,
195,3,5120,Note_on_c, 1,62,64,
196,3,6144,Note_off_c, 1,62,0,
197,3,6144,Note_on_c, 1,62,64,
198,3,8192,Note_off_c, 1,62,0,
199,3,8192,Note_on_c, 1,59,64,
200,3,9216,Note_off_c, 1,59,0,
201,3,9216,Note_on_c, 1,64,64,
202,3,9728,Note_off_c, 1,64,0,
203,3,9728,Note_on_c, 1,62,64,
204,3,10240,Note_off_c, 1,62,0,
205,3,10240,Note_on_c, 1,64,64,
206,3,10752,Note_off_c, 1,64,0,
207,3,10752,Note_on_c, 1,66,64,
208,3,11264,Note_off_c, 1,66,0,
209,3,11264,Note_on_c, 1,67,64,
210,3,12288,Note_off_c, 1,67,0,
211,3,12288,Note_on_c, 1,66,64,
212,3,14336,Note_off_c, 1,66,0,
213,3,14336,Note_on_c, 1,67,64,
214,3,15360,Note_off_c, 1,67,0,
215,3,15360,Note_on_c, 1,62,64,
216,3,16384,Note_off_c, 1,62,0,
217,3,16384,Note_on_c, 1,64,64,
218,3,17408,Note_off_c, 1,64,0,
219,3,17408,Note_on_c, 1,66,64,
220,3,18432,Note_off_c, 1,66,0,
221,3,18432,Note_on_c, 1,67,64,
222,3,20480,Note_off_c, 1,67,0,
223,3,20480,Note_on_c, 1,66,64,
224,3,21504,Note_off_c, 1,66,0,
225,3,21504,Note_on_c, 1,62,64,
226,3,23552,Note_off_c, 1,62,0,
227,3,23552,Note_on_c, 1,62,64,
228,3,24576,Note_off_c, 1,62,0,
229,3,24576,Note_on_c, 1,62,64,
230,3,25600,Note_off_c, 1,62,0,
231,3,25600,Note_on_c, 1,64,64,
232,3,26624,Note_off_c, 1,64,0,
233,3,26624,Note_on_c, 1,62,64,
234,3,27648,Note_off_c, 1,62,0,
235,3,27648,Note_on_c, 1,62,64,
236,3,29696,Note_off_c, 1,62,0,
237,3,29696,Note_on_c, 1,59,64,
238,3,30720,Note_off_c, 1,59,0,
239,3,30720,Note_on_c, 1,64,64,
240,3,31232,Note_off_c, 1,64,0,
241,3,31232,Note_on_c, 1,62,64,
242,3,31744,Note_off_c, 1,62,0,
243,3,31744,Note_on_c, 1,64,64,
244,3,32256,Note_off_c, 1,64,0,
245,3,32256,Note_on_c, 1,66,64,
246,3,32768,Note_off_c, 1,66,0,
247,3,32768,Note_on_c, 1,67,64,
248,3,33792,Note_off_c, 1,67,0,
249,3,33792,Note_on_c, 1,66,64,
250,3,35840,Note_off_c, 1,66,0,
251,3,35840,Note_on_c, 1,67,64,
252,3,36864,Note_off_c, 1,67,0,
253,3,36864,Note_on_c, 1,62,64,
254,3,37888,Note_off_c, 1,62,0,
255,3,37888,Note_on_c, 1,64,64,
256,3,38912,Note_off_c, 1,64,0,
257,3,38912,Note_on_c, 1,66,64,
258,3,39936,Note_off_c, 1,66,0,
259,3,39936,Note_on_c, 1,67,64,
260,3,41984,Note_off_c, 1,67,0,
261,3,41984,Note_on_c, 1,66,64,
262,3,43008,Note_off_c, 1,66,0,
263,3,43008,Note_on_c, 1,62,64,
264,3,45056,Note_off_c, 1,62,0,
265,3,45056,Note_on_c, 1,67,64,
266,3,46592,Note_off_c, 1,67,0,
267,3,46592,Note_on_c, 1,66,64,
268,3,47104,Note_off_c, 1,66,0,
269,3,47104,Note_on_c, 1,64,64,
270,3,47616,Note_off_c, 1,64,0,
271,3,47616,Note_on_c, 1,66,64,
272,3,48128,Note_off_c, 1,66,0,
273,3,48128,Note_on_c, 1,67,64,
274,3,49664,Note_off_c, 1,67,0,
275,3,49664,Note_on_c, 1,69,64,
276,3,50176,Note_off_c, 1,69,0,
277,3,50176,Note_on_c, 1,67,64,
278,3,50688,Note_off_c, 1,67,0,
279,3,50688,Note_on_c, 1,66,64,
280,3,51200,Note_off_c, 1,66,0,
281,3,51200,Note_on_c, 1,67,64,
282,3,52224,Note_off_c, 1,67,0,
283,3,52224,Note_on_c, 1,66,64,
284,3,54272,Note_off_c, 1,66,0,
285,3,54272,Note_on_c, 1,64,64,
286,3,55296,Note_off_c, 1,64,0,
287,3,55296,Note_on_c, 1,64,64,
288,3,56320,Note_off_c, 1,64,0,
289,3,56320,Note_on_c, 1,66,64,
290,3,56832,Note_off_c, 1,66,0,
291,3,56832,Note_on_c, 1,67,64,
292,3,57344,Note_off_c, 1,67,0,
293,3,57344,Note_on_c, 1,69,64,
294,3,58368,Note_off_c, 1,69,0,
295,3,58368,Note_on_c, 1,69,64,
296,3,59392,Note_off_c, 1,69,0,
297,3,59392,Note_on_c, 1,67,64,
298,3,60928,Note_off_c, 1,67,0,
299,3,60928,Note_on_c, 1,66,64,
300,3,61440,Note_off_c, 1,66,0,
301,3,61440,Note_on_c, 1,67,64,
302,3,63488,Note_off_c, 1,67,0,
303,3,63488,Note_on_c, 1,65,64,
304,3,64512,Note_off_c, 1,65,0,
305,3,64512,Note_on_c, 1,64,64,
306,3,66560,Note_off_c, 1,64,0,
307,3,66560,Note_on_c, 1,67,64,
308,3,67584,Note_off_c, 1,67,0,
309,3,67584,Note_on_c, 1,69,64,
310,3,69120,Note_off_c, 1,69,0,
311,3,69120,Note_on_c, 1,67,64,
312,3,69632,Note_off_c, 1,67,0,
313,3,69632,Note_on_c, 1,66,64,
314,3,70656,Note_off_c, 1,66,0,
315,3,70656,Note_on_c, 1,67,64,
316,3,72704,Note_off_c, 1,67,0,
317,3,72704,Note_on_c, 1,66,64,
318,3,73728,Note_off_c, 1,66,0,
319,3,73728,Note_on_c, 1,66,64,
320,3,74240,Note_off_c, 1,66,0,
321,3,74240,Note_on_c, 1,64,64,
322,3,74752,Note_off_c, 1,64,0,
323,3,74752,Note_on_c, 1,64,64,
324,3,75264,Note_off_c, 1,64,0,
325,3,75264,Note_on_c, 1,66,64,
326,3,75776,Note_off_c, 1,66,0,
327,3,75776,Note_on_c, 1,67,64,
328,3,76800,Note_off_c, 1,67,0,
329,3,76800,Note_on_c, 1,66,64,
330,3,78848,Note_off_c, 1,66,0,
331,3,78848,Note_on_c, 1,67,64,
332,3,79872,Note_off_c, 1,67,0,
333,3,79872,Note_on_c, 1,69,64,
334,3,81920,Note_off_c, 1,69,0,
335,3,81920,Note_on_c, 1,67,64,
336,3,82432,Note_off_c, 1,67,0,
337,3,82432,Note_on_c, 1,66,64,
338,3,82944,Note_off_c, 1,66,0,
339,3,82944,Note_on_c, 1,67,64,
340,3,84992,Note_off_c, 1,67,0,
341,3,84992,Note_on_c, 1,66,64,
342,3,86016,Note_off_c, 1,66,0,
343,3,86016,Note_on_c, 1,62,64,
344,3,88064,Note_off_c, 1,62,0,
345,3,88064,End_track,,0,0,
346,4,0,Start_track,,0,0,
347,4,2048,Note_on_c, 2,59,64,
348,4,3072,Note_off_c, 2,59,0,
349,4,3072,Note_on_c, 2,59,64,
350,4,4096,Note_off_c, 2,59,0,
351,4,4096,Note_on_c, 2,60,64,
352,4,4608,Note_off_c, 2,60,0,
353,4,4608,Note_on_c, 2,59,64,
354,4,5120,Note_off_c, 2,59,0,
355,4,5120,Note_on_c, 2,57,64,
356,4,6144,Note_off_c, 2,57,0,
357,4,6144,Note_on_c, 2,55,64,
358,4,7168,Note_off_c, 2,55,0,
359,4,7168,Note_on_c, 2,54,64,
360,4,8192,Note_off_c, 2,54,0,
361,4,8192,Note_on_c, 2,55,64,
362,4,9216,Note_off_c, 2,55,0,
363,4,9216,Note_on_c, 2,60,64,
364,4,9728,Note_off_c, 2,60,0,
365,4,9728,Note_on_c, 2,59,64,
366,4,10240,Note_off_c, 2,59,0,
367,4,10240,Note_on_c, 2,60,64,
368,4,11264,Note_off_c, 2,60,0,
369,4,11264,Note_on_c, 2,62,64,
370,4,12288,Note_off_c, 2,62,0,
371,4,12288,Note_on_c, 2,62,64,
372,4,14336,Note_off_c, 2,62,0,
373,4,14336,Note_on_c, 2,62,64,
374,4,15360,Note_off_c, 2,62,0,
375,4,15360,Note_on_c, 2,57,64,
376,4,16384,Note_off_c, 2,57,0,
377,4,16384,Note_on_c, 2,59,64,
378,4,17408,Note_off_c, 2,59,0,
379,4,17408,Note_on_c, 2,60,64,
380,4,18432,Note_off_c, 2,60,0,
381,4,18432,Note_on_c, 2,62,64,
382,4,19456,Note_off_c, 2,62,0,
383,4,19456,Note_on_c, 2,64,64,
384,4,20480,Note_off_c, 2,64,0,
385,4,20480,Note_on_c, 2,62,64,
386,4,20992,Note_off_c, 2,62,0,
387,4,20992,Note_on_c, 2,60,64,
388,4,21504,Note_off_c, 2,60,0,
389,4,21504,Note_on_c, 2,59,64,
390,4,23552,Note_off_c, 2,59,0,
391,4,23552,Note_on_c, 2,59,64,
392,4,24576,Note_off_c, 2,59,0,
393,4,24576,Note_on_c, 2,59,64,
394,4,25600,Note_off_c, 2,59,0,
395,4,25600,Note_on_c, 2,60,64,
396,4,26112,Note_off_c, 2,60,0,
397,4,26112,Note_on_c, 2,59,64,
398,4,26624,Note_off_c, 2,59,0,
399,4,26624,Note_on_c, 2,57,64,
400,4,27648,Note_off_c, 2,57,0,
401,4,27648,Note_on_c, 2,55,64,
402,4,28672,Note_off_c, 2,55,0,
403,4,28672,Note_on_c, 2,54,64,
404,4,29696,Note_off_c, 2,54,0,
405,4,29696,Note_on_c, 2,55,64,
406,4,30720,Note_off_c, 2,55,0,
407,4,30720,Note_on_c, 2,60,64,
408,4,31232,Note_off_c, 2,60,0,
409,4,31232,Note_on_c, 2,59,64,
410,4,31744,Note_off_c, 2,59,0,
411,4,31744,Note_on_c, 2,60,64,
412,4,32768,Note_off_c, 2,60,0,
413,4,32768,Note_on_c, 2,62,64,
414,4,33792,Note_off_c, 2,62,0,
415,4,33792,Note_on_c, 2,62,64,
416,4,35840,Note_off_c, 2,62,0,
417,4,35840,Note_on_c, 2,62,64,
418,4,36864,Note_off_c, 2,62,0,
419,4,36864,Note_on_c, 2,57,64,
420,4,37888,Note_off_c, 2,57,0,
421,4,37888,Note_on_c, 2,59,64,
422,4,38912,Note_off_c, 2,59,0,
423,4,38912,Note_on_c, 2,60,64,
424,4,39936,Note_off_c, 2,60,0,
425,4,39936,Note_on_c, 2,62,64,
426,4,40960,Note_off_c, 2,62,0,
427,4,40960,Note_on_c, 2,64,64,
428,4,41984,Note_off_c, 2,64,0,
429,4,41984,Note_on_c, 2,62,64,
430,4,42496,Note_off_c, 2,62,0,
431,4,42496,Note_on_c, 2,60,64,
432,4,43008,Note_off_c, 2,60,0,
433,4,43008,Note_on_c, 2,59,64,
434,4,45056,Note_off_c, 2,59,0,
435,4,45056,Note_on_c, 2,62,64,
436,4,46080,Note_off_c, 2,62,0,
437,4,46080,Note_on_c, 2,62,64,
438,4,47104,Note_off_c, 2,62,0,
439,4,47104,Note_on_c, 2,60,64,
440,4,48128,Note_off_c, 2,60,0,
441,4,48128,Note_on_c, 2,59,64,
442,4,48640,Note_off_c, 2,59,0,
443,4,48640,Note_on_c, 2,57,64,
444,4,49152,Note_off_c, 2,57,0,
445,4,49152,Note_on_c, 2,59,64,
446,4,49664,Note_off_c, 2,59,0,
447,4,49664,Note_on_c, 2,60,64,
448,4,50176,Note_off_c, 2,60,0,
449,4,50176,Note_on_c, 2,62,64,
450,4,51200,Note_off_c, 2,62,0,
451,4,51200,Note_on_c, 2,62,64,
452,4,52224,Note_off_c, 2,62,0,
453,4,52224,Note_on_c, 2,62,64,
454,4,54272,Note_off_c, 2,62,0,
455,4,54272,Note_on_c, 2,59,64,
456,4,55296,Note_off_c, 2,59,0,
457,4,55296,Note_on_c, 2,55,64,
458,4,56320,Note_off_c, 2,55,0,
459,4,56320,Note_on_c, 2,59,64,
460,4,57344,Note_off_c, 2,59,0,
461,4,57344,Note_on_c, 2,64,64,
462,4,58368,Note_off_c, 2,64,0,
463,4,58368,Note_on_c, 2,62,64,
464,4,60416,Note_off_c, 2,62,0,
465,4,60416,Note_on_c, 2,62,64,
466,4,61440,Note_off_c, 2,62,0,
467,4,61440,Note_on_c, 2,62,64,
468,4,64512,Note_off_c, 2,62,0,
469,4,64512,Note_on_c, 2,60,64,
470,4,66560,Note_off_c, 2,60,0,
471,4,66560,Note_on_c, 2,62,64,
472,4,67584,Note_off_c, 2,62,0,
473,4,67584,Note_on_c, 2,62,64,
474,4,68096,Note_off_c, 2,62,0,
475,4,68096,Note_on_c, 2,60,64,
476,4,68608,Note_off_c, 2,60,0,
477,4,68608,Note_on_c, 2,59,64,
478,4,69632,Note_off_c, 2,59,0,
479,4,69632,Note_on_c, 2,60,64,
480,4,70656,Note_off_c, 2,60,0,
481,4,70656,Note_on_c, 2,62,64,
482,4,72704,Note_off_c, 2,62,0,
483,4,72704,Note_on_c, 2,62,64,
484,4,73216,Note_off_c, 2,62,0,
485,4,73216,Note_on_c, 2,60,64,
486,4,73728,Note_off_c, 2,60,0,
487,4,73728,Note_on_c, 2,59,64,
488,4,74752,Note_off_c, 2,59,0,
489,4,74752,Note_on_c, 2,60,64,
490,4,75776,Note_off_c, 2,60,0,
491,4,75776,Note_on_c, 2,62,64,
492,4,76800,Note_off_c, 2,62,0,
493,4,76800,Note_on_c, 2,62,64,
494,4,78848,Note_off_c, 2,62,0,
495,4,78848,Note_on_c, 2,62,64,
496,4,79872,Note_off_c, 2,62,0,
497,4,79872,Note_on_c, 2,62,64,
498,4,81920,Note_off_c, 2,62,0,
499,4,81920,Note_on_c, 2,64,64,
500,4,82944,Note_off_c, 2,64,0,
501,4,82944,Note_on_c, 2,64,64,
502,4,84992,Note_off_c, 2,64,0,
503,4,84992,Note_on_c, 2,62,64,
504,4,85504,Note_off_c, 2,62,0,
505,4,85504,Note_on_c, 2,60,64,
506,4,86016,Note_off_c, 2,60,0,
507,4,86016,Note_on_c, 2,59,64,
508,4,88064,Note_off_c, 2,59,0,
509,4,88064,End_track,,0,0,
510,5,0,Start_track,,0,0,
511,5,2048,Note_on_c, 3,43,64,
512,5,3072,Note_off_c, 3,43,0,
513,5,3072,Note_on_c, 3,55,64,
514,5,4096,Note_off_c, 3,55,0,
515,5,4096,Note_on_c, 3,52,64,
516,5,5120,Note_off_c, 3,52,0,
517,5,5120,Note_on_c, 3,54,64,
518,5,6144,Note_off_c, 3,54,0,
519,5,6144,Note_on_c, 3,55,64,
520,5,7168,Note_off_c, 3,55,0,
521,5,7168,Note_on_c, 3,50,64,
522,5,8192,Note_off_c, 3,50,0,
523,5,8192,Note_on_c, 3,52,64,
524,5,9216,Note_off_c, 3,52,0,
525,5,9216,Note_on_c, 3,48,64,
526,5,10240,Note_off_c, 3,48,0,
527,5,10240,Note_on_c, 3,47,64,
528,5,10752,Note_off_c, 3,47,0,
529,5,10752,Note_on_c, 3,45,64,
530,5,11264,Note_off_c, 3,45,0,
531,5,11264,Note_on_c, 3,43,64,
532,5,12288,Note_off_c, 3,43,0,
533,5,12288,Note_on_c, 3,50,64,
534,5,14336,Note_off_c, 3,50,0,
535,5,14336,Note_on_c, 3,43,64,
536,5,15360,Note_off_c, 3,43,0,
537,5,15360,Note_on_c, 3,42,64,
538,5,16384,Note_off_c, 3,42,0,
539,5,16384,Note_on_c, 3,43,64,
540,5,17408,Note_off_c, 3,43,0,
541,5,17408,Note_on_c, 3,45,64,
542,5,18432,Note_off_c, 3,45,0,
543,5,18432,Note_on_c, 3,47,64,
544,5,19456,Note_off_c, 3,47,0,
545,5,19456,Note_on_c, 3,48,64,
546,5,20480,Note_off_c, 3,48,0,
547,5,20480,Note_on_c, 3,50,64,
548,5,21504,Note_off_c, 3,50,0,
549,5,21504,Note_on_c, 3,43,64,
550,5,23552,Note_off_c, 3,43,0,
551,5,23552,Note_on_c, 3,43,64,
552,5,24576,Note_off_c, 3,43,0,
553,5,24576,Note_on_c, 3,55,64,
554,5,25600,Note_off_c, 3,55,0,
555,5,25600,Note_on_c, 3,52,64,
556,5,26624,Note_off_c, 3,52,0,
557,5,26624,Note_on_c, 3,54,64,
558,5,27648,Note_off_c, 3,54,0,
559,5,27648,Note_on_c, 3,55,64,
560,5,28672,Note_off_c, 3,55,0,
561,5,28672,Note_on_c, 3,50,64,
562,5,29696,Note_off_c, 3,50,0,
563,5,29696,Note_on_c, 3,52,64,
564,5,30720,Note_off_c, 3,52,0,
565,5,30720,Note_on_c, 3,48,64,
566,5,31744,Note_off_c, 3,48,0,
567,5,31744,Note_on_c, 3,47,64,
568,5,32256,Note_off_c, 3,47,0,
569,5,32256,Note_on_c, 3,45,64,
570,5,32768,Note_off_c, 3,45,0,
571,5,32768,Note_on_c, 3,43,64,
572,5,33792,Note_off_c, 3,43,0,
573,5,33792,Note_on_c, 3,50,64,
574,5,35840,Note_off_c, 3,50,0,
575,5,35840,Note_on_c, 3,43,64,
576,5,36864,Note_off_c, 3,43,0,
577,5,36864,Note_on_c, 3,42,64,
578,5,37888,Note_off_c, 3,42,0,
579,5,37888,Note_on_c, 3,43,64,
580,5,38912,Note_off_c, 3,43,0,
581,5,38912,Note_on_c, 3,45,64,
582,5,39936,Note_off_c, 3,45,0,
583,5,39936,Note_on_c, 3,47,64,
584,5,40960,Note_off_c, 3,47,0,
585,5,40960,Note_on_c, 3,48,64,
586,5,41984,Note_off_c, 3,48,0,
587,5,41984,Note_on_c, 3,50,64,
588,5,43008,Note_off_c, 3,50,0,
589,5,43008,Note_on_c, 3,43,64,
590,5,45056,Note_off_c, 3,43,0,
591,5,45056,Note_on_c, 3,43,64,
592,5,46080,Note_off_c, 3,43,0,
593,5,46080,Note_on_c, 3,43,64,
594,5,47104,Note_off_c, 3,43,0,
595,5,47104,Note_on_c, 3,45,64,
596,5,48128,Note_off_c, 3,45,0,
597,5,48128,Note_on_c, 3,47,64,
598,5,49152,Note_off_c, 3,47,0,
599,5,49152,Note_on_c, 3,47,64,
600,5,50688,Note_off_c, 3,47,0,
601,5,50688,Note_on_c, 3,45,64,
602,5,51200,Note_off_c, 3,45,0,
603,5,51200,Note_on_c, 3,43,64,
604,5,52224,Note_off_c, 3,43,0,
605,5,52224,Note_on_c, 3,50,64,
606,5,54272,Note_off_c, 3,50,0,
607,5,54272,Note_on_c, 3,52,64,
608,5,56320,Note_off_c, 3,52,0,
609,5,56320,Note_on_c, 3,50,64,
610,5,57344,Note_off_c, 3,50,0,
611,5,57344,Note_on_c, 3,48,64,
612,5,58368,Note_off_c, 3,48,0,
613,5,58368,Note_on_c, 3,47,64,
614,5,59904,Note_off_c, 3,47,0,
615,5,59904,Note_on_c, 3,48,64,
616,5,60416,Note_off_c, 3,48,0,
617,5,60416,Note_on_c, 3,50,64,
618,5,61440,Note_off_c, 3,50,0,
619,5,61440,Note_on_c, 3,43,64,
620,5,61952,Note_off_c, 3,43,0,
621,5,61952,Note_on_c, 3,45,64,
622,5,62464,Note_off_c, 3,45,0,
623,5,62464,Note_on_c, 3,47,64,
624,5,63488,Note_off_c, 3,47,0,
625,5,63488,Note_on_c, 3,43,64,
626,5,64512,Note_off_c, 3,43,0,
627,5,64512,Note_on_c, 3,48,64,
628,5,66560,Note_off_c, 3,48,0,
629,5,66560,Note_on_c, 3,43,64,
630,5,67584,Note_off_c, 3,43,0,
631,5,67584,Note_on_c, 3,42,64,
632,5,68608,Note_off_c, 3,42,0,
633,5,68608,Note_on_c, 3,43,64,
634,5,69632,Note_off_c, 3,43,0,
